"TF","MD_SW480","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"HINFP","0.3764067186189392622","0.3764067186189392622","0.3764067186189392622","Activated","234","viper","234","0.3764067186189392622",NA,NA,"3","ReMap--ChIP-seq(rank=216); ARCHS4--Coexpression(rank=736); GTEx--Coexpression(rank=752)","1128","0.45210000000000000","ARCHS4 Coexpression,0.4521"
"ZNF143","0.3742481521016494672","0.3742481521016494672","0.3742481521016494672","Activated","235","viper","235","0.3742481521016494672",NA,NA,"5","ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=212); GTEx--Coexpression(rank=1094); Enrichr--Queries(rank=1171); ARCHS4--Coexpression(rank=1432)","1328","0.58470000000000000","ENCODE ChIP-seq,0.5847"
"E2F5","-0.3715815875306178739","-0.3715815875306178739","0.3715815875306178739","Repressed","236","viper","236","0.3715815875306178739",NA,NA,"4","ReMap--ChIP-seq(rank=263); ARCHS4--Coexpression(rank=937); Enrichr--Queries(rank=946); GTEx--Coexpression(rank=1188)","1309","0.57560000000000000","ARCHS4 Coexpression,0.5756"
"KLF3","0.3560975918153644892","0.3560975918153644892","0.3560975918153644892","Activated","237","viper","237","0.3560975918153644892",NA,NA,"4","ReMap--ChIP-seq(rank=88); ARCHS4--Coexpression(rank=409); GTEx--Coexpression(rank=508); Enrichr--Queries(rank=720)","745","0.25119999999999998","ARCHS4 Coexpression,0.2512"
"ZNF263","0.3508733276756205166","0.3508733276756205166","0.3508733276756205166","Activated","238","viper","238","0.3508733276756205166",NA,NA,"6","ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=107); Literature--ChIP-seq(rank=124); Enrichr--Queries(rank=1114); GTEx--Coexpression(rank=1476); ARCHS4--Coexpression(rank=1622)","681","0.22030000000000000","ENCODE ChIP-seq,0.2203"
"FOXA2","-0.3079593660627224505","-0.3079593660627224505","0.3079593660627224505","Repressed","239","viper","239","0.3079593660627224505",NA,NA,"6","Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=77); Enrichr--Queries(rank=457); ARCHS4--Coexpression(rank=583); GTEx--Coexpression(rank=845)","662","0.21340000000000001","Literature ChIP-seq,0.2134"
"FOXJ2","-0.2986380348031931198","-0.2986380348031931198","0.2986380348031931198","Repressed","240","viper","240","0.2986380348031931198",NA,NA,"4","ReMap--ChIP-seq(rank=112); ARCHS4--Coexpression(rank=804); GTEx--Coexpression(rank=815); Enrichr--Queries(rank=965)","994","0.37709999999999999","ReMap ChIP-seq,0.3771"
"TGIF2","0.2877025766398927376","0.2877025766398927376","0.2877025766398927376","Activated","241","viper","241","0.2877025766398927376",NA,NA,"4","ReMap--ChIP-seq(rank=246); GTEx--Coexpression(rank=673); Enrichr--Queries(rank=997); ARCHS4--Coexpression(rank=1192)","1067","0.41880000000000001","GTEx Coexpression,0.4188"
"HOXB13","0.2818486003951502505","0.2818486003951502505","0.2818486003951502505","Activated","242","viper","242","0.2818486003951502505",NA,NA,"4","ReMap--ChIP-seq(rank=87); Enrichr--Queries(rank=345); ARCHS4--Coexpression(rank=627); GTEx--Coexpression(rank=635)","733","0.24570000000000000","Enrichr Queries,0.2457"
"FOSL2","0.2636727335371569225","0.2636727335371569225","0.2636727335371569225","Activated","243","viper","243","0.2636727335371569225",NA,NA,"5","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=69); Enrichr--Queries(rank=604); GTEx--Coexpression(rank=658); ARCHS4--Coexpression(rank=1068)","507","0.14410000000000001","ENCODE ChIP-seq,0.1441"
"SRF","0.2464400981351428654","0.2464400981351428654","0.2464400981351428654","Activated","244","viper","244","0.2464400981351428654",NA,NA,"6","GTEx--Coexpression(rank=52); ENCODE--ChIP-seq(rank=70); Literature--ChIP-seq(rank=137); ReMap--ChIP-seq(rank=286); Enrichr--Queries(rank=955); ARCHS4--Coexpression(rank=1569)","142","0.03236000000000000","GTEx Coexpression,0.03236"
"ZNF24","-0.2340209071583332356","-0.2340209071583332356","0.2340209071583332356","Repressed","245","viper","245","0.2340209071583332356",NA,NA,"4","ReMap--ChIP-seq(rank=62); GTEx--Coexpression(rank=255); Enrichr--Queries(rank=1346); ARCHS4--Coexpression(rank=1543)","538","0.15870000000000001","GTEx Coexpression,0.1587"
"RFX2","-0.2308183748563434889","-0.2308183748563434889","0.2308183748563434889","Repressed","246","viper","246","0.2308183748563434889",NA,NA,"4","ReMap--ChIP-seq(rank=156); Enrichr--Queries(rank=509); ARCHS4--Coexpression(rank=689); GTEx--Coexpression(rank=1526)","964","0.36249999999999999","Enrichr Queries,0.3625"
"RXRA","0.2230900795093580524","0.2230900795093580524","0.2230900795093580524","Activated","247","viper","247","0.2230900795093580524",NA,NA,"6","ENCODE--ChIP-seq(rank=21); Literature--ChIP-seq(rank=122); ReMap--ChIP-seq(rank=268); ARCHS4--Coexpression(rank=747); GTEx--Coexpression(rank=747); Enrichr--Queries(rank=782)","582","0.17799999999999999","ENCODE ChIP-seq,0.178"
"NR2F1","-0.2120058101701324804","-0.2120058101701324804","0.2120058101701324804","Repressed","248","viper","248","0.2120058101701324804",NA,NA,"4","Enrichr--Queries(rank=51); ARCHS4--Coexpression(rank=61); ReMap--ChIP-seq(rank=91); GTEx--Coexpression(rank=642)","159","0.03632000000000000","Enrichr Queries,0.03632"
"JUND","-0.2032920357200454498","-0.2032920357200454498","0.2032920357200454498","Repressed","249","viper","249","0.2032920357200454498",NA,NA,"6","ENCODE--ChIP-seq(rank=14); Literature--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=143); Enrichr--Queries(rank=1051); ARCHS4--Coexpression(rank=1112); GTEx--Coexpression(rank=1184)","429","0.11860000000000000","ENCODE ChIP-seq,0.1186"
"ARID3A","0.2031502149641823962","0.2031502149641823962","0.2031502149641823962","Activated","250","viper","250","0.2031502149641823962",NA,NA,"5","ENCODE--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=269); GTEx--Coexpression(rank=516); ARCHS4--Coexpression(rank=692); Enrichr--Queries(rank=836)","890","0.32110000000000000","GTEx Coexpression,0.3211"
"SMAD4","0.2031133528804433541","0.2031133528804433541","0.2031133528804433541","Activated","251","viper","251","0.2031133528804433541",NA,NA,"5","ReMap--ChIP-seq(rank=12); Literature--ChIP-seq(rank=17); GTEx--Coexpression(rank=1211); Enrichr--Queries(rank=1256); ARCHS4--Coexpression(rank=1350)","176","0.04040000000000000","ReMap ChIP-seq,0.0404"
"NRF1","-0.2011764494627815425","-0.2011764494627815425","0.2011764494627815425","Repressed","252","viper","252","0.2011764494627815425",NA,NA,"5","ENCODE--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=253); ARCHS4--Coexpression(rank=459); GTEx--Coexpression(rank=1157); Enrichr--Queries(rank=1283)","813","0.28189999999999998","ARCHS4 Coexpression,0.2819"
"ZNF274","-0.1879343111787637743","-0.1879343111787637743","0.1879343111787637743","Repressed","253","viper","253","0.1879343111787637743",NA,NA,"6","ENCODE--ChIP-seq(rank=102); Literature--ChIP-seq(rank=131); ReMap--ChIP-seq(rank=218); ARCHS4--Coexpression(rank=760); GTEx--Coexpression(rank=827); Enrichr--Queries(rank=860)","1145","0.46679999999999999","ARCHS4 Coexpression,0.4668"
"TCF3","0.1782341025468067441","0.1782341025468067441","0.1782341025468067441","Activated","254","viper","254","0.1782341025468067441",NA,NA,"6","Literature--ChIP-seq(rank=8); ENCODE--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=114); GTEx--Coexpression(rank=1207); Enrichr--Queries(rank=1248); ARCHS4--Coexpression(rank=1461)","207","0.04878000000000000","Literature ChIP-seq,0.04878"
"FOXO1","-0.1680425736816381077","-0.1680425736816381077","0.1680425736816381077","Repressed","255","viper","255","0.1680425736816381077",NA,NA,"5","Literature--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=562); Enrichr--Queries(rank=591); GTEx--Coexpression(rank=717)","914","0.33329999999999999","ReMap ChIP-seq,0.3333"
"ZBTB11","0.1536033463535558252","0.1536033463535558252","0.1536033463535558252","Activated","256","viper","256","0.1536033463535558252",NA,NA,"4","ReMap--ChIP-seq(rank=291); ARCHS4--Coexpression(rank=1400); Enrichr--Queries(rank=1400); GTEx--Coexpression(rank=1600)","1593","0.85999999999999999","ARCHS4 Coexpression,0.86"
"ARID2","0.1461687278223499364","0.1461687278223499364","0.1461687278223499364","Activated","257","viper","257","0.1461687278223499364",NA,NA,"4","ReMap--ChIP-seq(rank=168); ARCHS4--Coexpression(rank=1314); Enrichr--Queries(rank=1317); GTEx--Coexpression(rank=1569)","1287","0.56569999999999998","ReMap ChIP-seq,0.5657"
"FOXO4","0.1218998360513168649","0.1218998360513168649","0.1218998360513168649","Activated","258","viper","258","0.1218998360513168649",NA,NA,"3","GTEx--Coexpression(rank=312); ARCHS4--Coexpression(rank=570); Enrichr--Queries(rank=709)","624","0.19420000000000001","GTEx Coexpression,0.1942"
"STAT3","0.1161484469240932904","0.1161484469240932904","0.1161484469240932904","Activated","259","viper","259","0.1161484469240932904",NA,NA,"6","Literature--ChIP-seq(rank=27); ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=60); GTEx--Coexpression(rank=244); ARCHS4--Coexpression(rank=764); Enrichr--Queries(rank=852)","522","0.15179999999999999","GTEx Coexpression,0.1518"
"FOXK2","0.0792469210693080850","0.0792469210693080850","0.0792469210693080850","Activated","260","viper","260","0.0792469210693080850",NA,NA,"4","ReMap--ChIP-seq(rank=256); GTEx--Coexpression(rank=1174); Enrichr--Queries(rank=1279); ARCHS4--Coexpression(rank=1610)","1500","0.73060000000000003","GTEx Coexpression,0.7306"
"HSF1","0.0791779545308771981","0.0791779545308771981","0.0791779545308771981","Activated","261","viper","261","0.0791779545308771981",NA,NA,"5","ENCODE--ChIP-seq(rank=71); Literature--ChIP-seq(rank=134); ReMap--ChIP-seq(rank=151); ARCHS4--Coexpression(rank=1550); GTEx--Coexpression(rank=1585)","1211","0.50839999999999996","ReMap ChIP-seq,0.5084"
"HHEX","-0.0515500306132812211","-0.0515500306132812211","0.0515500306132812211","Repressed","262","viper","262","0.0515500306132812211",NA,NA,"4","ReMap--ChIP-seq(rank=25); ARCHS4--Coexpression(rank=265); GTEx--Coexpression(rank=278); Enrichr--Queries(rank=369)","325","0.08418000000000000","ReMap ChIP-seq,0.08418"
"CEBPD","-0.0501334885862245727","-0.0501334885862245727","0.0501334885862245727","Repressed","263","viper","263","0.0501334885862245727",NA,NA,"5","Literature--ChIP-seq(rank=61); ENCODE--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=277); ARCHS4--Coexpression(rank=294); GTEx--Coexpression(rank=722)","590","0.18060000000000001","ARCHS4 Coexpression,0.1806"
"RFX1","0.0396637511683015712","0.0396637511683015712","0.0396637511683015712","Activated","264","viper","264","0.0396637511683015712",NA,NA,"4","ReMap--ChIP-seq(rank=240); ARCHS4--Coexpression(rank=1012); Enrichr--Queries(rank=1229); GTEx--Coexpression(rank=1243)","1378","0.62160000000000004","ARCHS4 Coexpression,0.6216"
"FOXM1","-0.0393476521820839073","-0.0393476521820839073","0.0393476521820839073","Repressed","265","viper","265","0.0393476521820839073",NA,NA,"6","Literature--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=279); Enrichr--Queries(rank=1385); ARCHS4--Coexpression(rank=1454); GTEx--Coexpression(rank=1592)","420","0.11590000000000000","Literature ChIP-seq,0.1159"
"RUNX3","-0.0355427369221575570","-0.0355427369221575570","0.0355427369221575570","Repressed","266","viper","266","0.0355427369221575570",NA,NA,"5","ENCODE--ChIP-seq(rank=96); GTEx--Coexpression(rank=159); ReMap--ChIP-seq(rank=190); ARCHS4--Coexpression(rank=370); Enrichr--Queries(rank=421)","377","0.09894000000000000","GTEx Coexpression,0.09894"
"PAX8","0.0201398563339839978","0.0201398563339839978","0.0201398563339839978","Activated","267","viper","267","0.0201398563339839978",NA,NA,"4","ReMap--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=234); GTEx--Coexpression(rank=299); Enrichr--Queries(rank=373)","504","0.14369999999999999","ARCHS4 Coexpression,0.1437"
"VDR","0.0000855442757611733","0.0000855442757611733","0.0000855442757611733","Activated","268","viper","268","0.0000855442757611733",NA,NA,"5","Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=155); Enrichr--Queries(rank=335); ARCHS4--Coexpression(rank=365); GTEx--Coexpression(rank=773)","688","0.22420000000000001","ARCHS4 Coexpression,0.2242"
