"TF","HD_SW480","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SMAD1","-0.338042940921115864","-0.338042940921115864","0.338042940921115864","Repressed","239","viper","239","0.338042940921115864",NA,NA,"5","Literature--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=225); Enrichr--Queries(rank=283); ARCHS4--Coexpression(rank=432); GTEx--Coexpression(rank=1241)","643","0.20160000000000000","Enrichr Queries,0.2016"
"PPARA","0.336157302734326202","0.336157302734326202","0.336157302734326202","Activated","240","viper","240","0.336157302734326202",NA,NA,"3","Enrichr--Queries(rank=261); ARCHS4--Coexpression(rank=533); GTEx--Coexpression(rank=872)","606","0.18590000000000001","Enrichr Queries,0.1859"
"EPAS1","0.297396132527873835","0.297396132527873835","0.297396132527873835","Activated","241","viper","241","0.297396132527873835",NA,NA,"4","ARCHS4--Coexpression(rank=17); GTEx--Coexpression(rank=19); ReMap--ChIP-seq(rank=140); Enrichr--Queries(rank=150)","50","0.01044000000000000","ARCHS4 Coexpression,0.01044"
"HNF4A","-0.269072742769888351","-0.269072742769888351","0.269072742769888351","Repressed","242","viper","242","0.269072742769888351",NA,NA,"6","Literature--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=43); ARCHS4--Coexpression(rank=374); Enrichr--Queries(rank=425); GTEx--Coexpression(rank=638)","277","0.06707000000000000","Literature ChIP-seq,0.06707"
"MYOD1","0.263269468389492112","0.263269468389492112","0.263269468389492112","Activated","243","viper","243","0.263269468389492112",NA,NA,"5","ReMap--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=10); ARCHS4--Coexpression(rank=391); GTEx--Coexpression(rank=947); Enrichr--Queries(rank=1065)","93","0.02020000000000000","ReMap ChIP-seq,0.0202"
"SMAD4","-0.259014204772905099","-0.259014204772905099","0.259014204772905099","Repressed","244","viper","244","0.259014204772905099",NA,NA,"5","Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=78); GTEx--Coexpression(rank=646); ARCHS4--Coexpression(rank=992); Enrichr--Queries(rank=1170)","673","0.21340000000000001","Literature ChIP-seq,0.2134"
"RFX1","0.251273741221723246","0.251273741221723246","0.251273741221723246","Activated","245","viper","245","0.251273741221723246",NA,NA,"4","ReMap--ChIP-seq(rank=163); Enrichr--Queries(rank=1165); GTEx--Coexpression(rank=1467); ARCHS4--Coexpression(rank=1533)","1288","0.54879999999999995","ReMap ChIP-seq,0.5488"
"MAX","0.246945768416143546","0.246945768416143546","0.246945768416143546","Activated","246","viper","246","0.246945768416143546",NA,NA,"5","ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=171); ARCHS4--Coexpression(rank=382); GTEx--Coexpression(rank=531); Enrichr--Queries(rank=1038)","711","0.23460000000000000","ARCHS4 Coexpression,0.2346"
"TFAP4","-0.236859993567170857","-0.236859993567170857","0.236859993567170857","Repressed","247","viper","247","0.236859993567170857",NA,NA,"4","ReMap--ChIP-seq(rank=110); ARCHS4--Coexpression(rank=711); Enrichr--Queries(rank=1172); GTEx--Coexpression(rank=1423)","975","0.37040000000000001","ReMap ChIP-seq,0.3704"
"LYL1","0.232689099058536297","0.232689099058536297","0.232689099058536297","Activated","248","viper","248","0.232689099058536297",NA,NA,"5","Literature--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=124); ARCHS4--Coexpression(rank=461); Enrichr--Queries(rank=755); GTEx--Coexpression(rank=802)","802","0.28320000000000001","ARCHS4 Coexpression,0.2832"
"GATA4","-0.223701888597461818","-0.223701888597461818","0.223701888597461818","Repressed","249","viper","249","0.223701888597461818",NA,NA,"5","ReMap--ChIP-seq(rank=46); Literature--ChIP-seq(rank=74); ARCHS4--Coexpression(rank=228); Enrichr--Queries(rank=439); GTEx--Coexpression(rank=973)","494","0.14000000000000001","ARCHS4 Coexpression,0.14"
"FOXL2","-0.204306368583518999","-0.204306368583518999","0.204306368583518999","Repressed","250","viper","250","0.204306368583518999",NA,NA,"3","Enrichr--Queries(rank=392); GTEx--Coexpression(rank=509); ARCHS4--Coexpression(rank=693)","794","0.27920000000000000","Enrichr Queries,0.2792"
"GATA2","-0.195666352775398067","-0.195666352775398067","0.195666352775398067","Repressed","251","viper","251","0.195666352775398067",NA,NA,"6","ENCODE--ChIP-seq(rank=14); Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=176); Enrichr--Queries(rank=286); ARCHS4--Coexpression(rank=481); GTEx--Coexpression(rank=537)","444","0.11860000000000000","ENCODE ChIP-seq,0.1186"
"GLI2","0.193500373700342732","0.193500373700342732","0.193500373700342732","Activated","252","viper","252","0.193500373700342732",NA,NA,"3","Enrichr--Queries(rank=35); GTEx--Coexpression(rank=57); ARCHS4--Coexpression(rank=77)","114","0.02493000000000000","Enrichr Queries,0.02493"
"XBP1","-0.185077606792750565","-0.185077606792750565","0.185077606792750565","Repressed","253","viper","253","0.185077606792750565",NA,NA,"4","ReMap--ChIP-seq(rank=178); ARCHS4--Coexpression(rank=351); GTEx--Coexpression(rank=718); Enrichr--Queries(rank=928)","681","0.21560000000000001","ARCHS4 Coexpression,0.2156"
"ZNF274","-0.184880721647309842","-0.184880721647309842","0.184880721647309842","Repressed","254","viper","254","0.184880721647309842",NA,NA,"6","ENCODE--ChIP-seq(rank=103); Literature--ChIP-seq(rank=140); ReMap--ChIP-seq(rank=164); Enrichr--Queries(rank=541); GTEx--Coexpression(rank=627); ARCHS4--Coexpression(rank=727)","1004","0.38529999999999998","Enrichr Queries,0.3853"
"E2F5","-0.173830084317671635","-0.173830084317671635","0.173830084317671635","Repressed","255","viper","255","0.173830084317671635",NA,NA,"4","ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=751); ARCHS4--Coexpression(rank=1108); GTEx--Coexpression(rank=1228)","1272","0.53490000000000004","Enrichr Queries,0.5349"
"NFE2","0.172962738562716184","0.172962738562716184","0.172962738562716184","Activated","256","viper","256","0.172962738562716184",NA,NA,"5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=179); ARCHS4--Coexpression(rank=512); Enrichr--Queries(rank=593); GTEx--Coexpression(rank=776)","868","0.31450000000000000","ARCHS4 Coexpression,0.3145"
"ESR2","-0.164079490071127126","-0.164079490071127126","0.164079490071127126","Repressed","257","viper","257","0.164079490071127126",NA,NA,"5","ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=17); Enrichr--Queries(rank=555); GTEx--Coexpression(rank=897); ARCHS4--Coexpression(rank=1006)","139","0.03030000000000000","ReMap ChIP-seq,0.0303"
"PGR","0.158340454114633378","0.158340454114633378","0.158340454114633378","Activated","258","viper","258","0.158340454114633378",NA,NA,"4","GTEx--Coexpression(rank=26); ReMap--ChIP-seq(rank=64); ARCHS4--Coexpression(rank=278); Enrichr--Queries(rank=568)","72","0.01618000000000000","GTEx Coexpression,0.01618"
"STAT6","0.154367900697980870","0.154367900697980870","0.154367900697980870","Activated","259","viper","259","0.154367900697980870",NA,NA,"4","Literature--ChIP-seq(rank=36); ARCHS4--Coexpression(rank=389); Enrichr--Queries(rank=472); GTEx--Coexpression(rank=738)","688","0.21950000000000000","Literature ChIP-seq,0.2195"
"TEAD2","-0.121094901649468803","-0.121094901649468803","0.121094901649468803","Repressed","260","viper","260","0.121094901649468803",NA,NA,"4","GTEx--Coexpression(rank=8); ReMap--ChIP-seq(rank=162); ARCHS4--Coexpression(rank=266); Enrichr--Queries(rank=303)","23","0.00497800000000000","GTEx Coexpression,0.004978"
"E2F6","0.104312380812348782","0.104312380812348782","0.104312380812348782","Activated","261","viper","261","0.104312380812348782",NA,NA,"5","ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=119); ARCHS4--Coexpression(rank=478); GTEx--Coexpression(rank=967); Enrichr--Queries(rank=1050)","832","0.29360000000000003","ARCHS4 Coexpression,0.2936"
"OTX2","0.102835417567567089","0.102835417567567089","0.102835417567567089","Activated","262","viper","262","0.102835417567567089",NA,NA,"4","ReMap--ChIP-seq(rank=249); GTEx--Coexpression(rank=502); Enrichr--Queries(rank=715); ARCHS4--Coexpression(rank=1225)","863","0.31240000000000001","GTEx Coexpression,0.3124"
"VDR","-0.102184286528015450","-0.102184286528015450","0.102184286528015450","Repressed","263","viper","263","0.102184286528015450",NA,NA,"5","Literature--ChIP-seq(rank=42); Enrichr--Queries(rank=72); ARCHS4--Coexpression(rank=115); ReMap--ChIP-seq(rank=243); GTEx--Coexpression(rank=293)","224","0.05128000000000000","Enrichr Queries,0.05128"
"THAP1","-0.099611321636647085","-0.099611321636647085","0.099611321636647085","Repressed","264","viper","264","0.099611321636647085",NA,NA,"5","ENCODE--ChIP-seq(rank=110); ReMap--ChIP-seq(rank=167); ARCHS4--Coexpression(rank=1125); Enrichr--Queries(rank=1127); GTEx--Coexpression(rank=1206)","1308","0.56230000000000002","ReMap ChIP-seq,0.5623"
"SOX10","0.093482818058502851","0.093482818058502851","0.093482818058502851","Activated","265","viper","265","0.093482818058502851",NA,NA,"4","GTEx--Coexpression(rank=56); ARCHS4--Coexpression(rank=169); ReMap--ChIP-seq(rank=231); Enrichr--Queries(rank=417)","160","0.03485000000000000","GTEx Coexpression,0.03485"
"PPARG","-0.077714998157912912","-0.077714998157912912","0.077714998157912912","Repressed","266","viper","266","0.077714998157912912",NA,NA,"5","Literature--ChIP-seq(rank=28); GTEx--Coexpression(rank=37); ReMap--ChIP-seq(rank=104); ARCHS4--Coexpression(rank=381); Enrichr--Queries(rank=403)","107","0.02302000000000000","GTEx Coexpression,0.02302"
"FLI1","0.063829548983531312","0.063829548983531312","0.063829548983531312","Activated","267","viper","267","0.063829548983531312",NA,NA,"6","GTEx--Coexpression(rank=59); Literature--ChIP-seq(rank=105); ReMap--ChIP-seq(rank=107); ENCODE--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=307); Enrichr--Queries(rank=418)","166","0.03671000000000000","GTEx Coexpression,0.03671"
"PAX5","0.042776972932449087","0.042776972932449087","0.042776972932449087","Activated","268","viper","268","0.042776972932449087",NA,NA,"5","ENCODE--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=106); ARCHS4--Coexpression(rank=375); Enrichr--Queries(rank=578); GTEx--Coexpression(rank=810)","705","0.23030000000000000","ARCHS4 Coexpression,0.2303"
"PAX8","-0.028443306394762467","-0.028443306394762467","0.028443306394762467","Repressed","269","viper","269","0.028443306394762467",NA,NA,"4","ARCHS4--Coexpression(rank=25); GTEx--Coexpression(rank=239); ReMap--ChIP-seq(rank=246); Enrichr--Queries(rank=408)","68","0.01536000000000000","ARCHS4 Coexpression,0.01536"
"NFKB2","0.006307764129812586","0.006307764129812586","0.006307764129812586","Activated","270","viper","270","0.006307764129812586",NA,NA,"4","ReMap--ChIP-seq(rank=18); GTEx--Coexpression(rank=72); Enrichr--Queries(rank=188); ARCHS4--Coexpression(rank=337)","196","0.04480000000000000","GTEx Coexpression,0.0448"
