"TF","LD_SW480","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"WT1","0.299514478627778025","0.299514478627778025","0.299514478627778025","Activated","238","viper","238","0.299514478627778025",NA,NA,"4","Literature--ChIP-seq(rank=6); GTEx--Coexpression(rank=249); Enrichr--Queries(rank=258); ARCHS4--Coexpression(rank=277)","165","0.03659000000000000","Literature ChIP-seq,0.03659"
"ARID2","-0.299241456497445935","-0.299241456497445935","0.299241456497445935","Repressed","239","viper","239","0.299241456497445935",NA,NA,"4","ReMap--ChIP-seq(rank=183); GTEx--Coexpression(rank=1273); Enrichr--Queries(rank=1385); ARCHS4--Coexpression(rank=1489)","1406","0.61619999999999997","ReMap ChIP-seq,0.6162"
"ATF6","0.297784919293322736","0.297784919293322736","0.297784919293322736","Activated","240","viper","240","0.297784919293322736",NA,NA,"3","GTEx--Coexpression(rank=870); Enrichr--Queries(rank=913); ARCHS4--Coexpression(rank=999)","1302","0.54139999999999999","GTEx Coexpression,0.5414"
"RELB","0.294179610849454598","0.294179610849454598","0.294179610849454598","Activated","241","viper","241","0.294179610849454598",NA,NA,"4","ReMap--ChIP-seq(rank=125); GTEx--Coexpression(rank=431); ARCHS4--Coexpression(rank=438); Enrichr--Queries(rank=669)","823","0.26819999999999999","GTEx Coexpression,0.2682"
"NR1H3","0.287299676502341117","0.287299676502341117","0.287299676502341117","Activated","242","viper","242","0.287299676502341117",NA,NA,"5","Literature--ChIP-seq(rank=27); GTEx--Coexpression(rank=67); Enrichr--Queries(rank=180); ReMap--ChIP-seq(rank=217); ARCHS4--Coexpression(rank=503)","186","0.04169000000000000","GTEx Coexpression,0.04169"
"STAT1","-0.285996926923912598","-0.285996926923912598","0.285996926923912598","Repressed","243","viper","243","0.285996926923912598",NA,NA,"6","ENCODE--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=39); Literature--ChIP-seq(rank=140); Enrichr--Queries(rank=559); ARCHS4--Coexpression(rank=751); GTEx--Coexpression(rank=1416)","505","0.13130000000000000","ReMap ChIP-seq,0.1313"
"ELK4","-0.268846757940186032","-0.268846757940186032","0.268846757940186032","Repressed","244","viper","244","0.268846757940186032",NA,NA,"5","ENCODE--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=293); GTEx--Coexpression(rank=1005); Enrichr--Queries(rank=1301); ARCHS4--Coexpression(rank=1561)","1417","0.62539999999999984","GTEx Coexpression,0.6254"
"HHEX","-0.259551928601838677","-0.259551928601838677","0.259551928601838677","Repressed","245","viper","245","0.259551928601838677",NA,NA,"4","GTEx--Coexpression(rank=94); ReMap--ChIP-seq(rank=171); Enrichr--Queries(rank=472); ARCHS4--Coexpression(rank=477)","257","0.05849000000000000","GTEx Coexpression,0.05849"
"FOXL2","-0.213898821340101131","-0.213898821340101131","0.213898821340101131","Repressed","246","viper","246","0.213898821340101131",NA,NA,"3","Enrichr--Queries(rank=334); ARCHS4--Coexpression(rank=836); GTEx--Coexpression(rank=921)","759","0.23790000000000000","Enrichr Queries,0.2379"
"REL","0.209485166065154826","0.209485166065154826","0.209485166065154826","Activated","247","viper","247","0.209485166065154826",NA,NA,"3","ARCHS4--Coexpression(rank=425); GTEx--Coexpression(rank=540); Enrichr--Queries(rank=911)","812","0.26110000000000000","ARCHS4 Coexpression,0.2611"
"RXRA","0.202000281274459931","0.202000281274459931","0.202000281274459931","Activated","248","viper","248","0.202000281274459931",NA,NA,"6","ENCODE--ChIP-seq(rank=37); Literature--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=192); ARCHS4--Coexpression(rank=566); Enrichr--Queries(rank=779); GTEx--Coexpression(rank=832)","913","0.31359999999999999","ENCODE ChIP-seq,0.3136"
"NR1H2","-0.198188429331158433","-0.198188429331158433","0.198188429331158433","Repressed","249","viper","249","0.198188429331158433",NA,NA,"4","ReMap--ChIP-seq(rank=134); ARCHS4--Coexpression(rank=688); Enrichr--Queries(rank=1188); GTEx--Coexpression(rank=1224)","1097","0.42259999999999998","ARCHS4 Coexpression,0.4226"
"STAT5A","-0.193866220095002872","-0.193866220095002872","0.193866220095002872","Repressed","250","viper","250","0.193866220095002872",NA,NA,"6","ENCODE--ChIP-seq(rank=17); Literature--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=154); ARCHS4--Coexpression(rank=164); GTEx--Coexpression(rank=486); Enrichr--Queries(rank=722)","415","0.10070000000000000","ARCHS4 Coexpression,0.1007"
"GATA4","0.190767334082744322","0.190767334082744322","0.190767334082744322","Activated","251","viper","251","0.190767334082744322",NA,NA,"5","Literature--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=202); ARCHS4--Coexpression(rank=407); Enrichr--Queries(rank=444); GTEx--Coexpression(rank=594)","785","0.25000000000000000","ARCHS4 Coexpression,0.25"
"ZBTB11","0.170637945601041396","0.170637945601041396","0.170637945601041396","Activated","252","viper","252","0.170637945601041396",NA,NA,"4","ReMap--ChIP-seq(rank=269); Enrichr--Queries(rank=1390); GTEx--Coexpression(rank=1502); ARCHS4--Coexpression(rank=1604)","1622","0.90569999999999995","ReMap ChIP-seq,0.9057"
"TEAD2","-0.170125987148314728","-0.170125987148314728","0.170125987148314728","Repressed","253","viper","253","0.170125987148314728",NA,NA,"4","ReMap--ChIP-seq(rank=158); Enrichr--Queries(rank=705); ARCHS4--Coexpression(rank=738); GTEx--Coexpression(rank=1082)","1154","0.45329999999999998","ARCHS4 Coexpression,0.4533"
"STAT2","0.132641234835497501","0.132641234835497501","0.132641234835497501","Activated","254","viper","254","0.132641234835497501",NA,NA,"5","ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=91); Enrichr--Queries(rank=339); ARCHS4--Coexpression(rank=355); GTEx--Coexpression(rank=1017)","418","0.10170000000000001","ENCODE ChIP-seq,0.1017"
"FOSL2","0.130296497120514165","0.130296497120514165","0.130296497120514165","Activated","255","viper","255","0.130296497120514165",NA,NA,"5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=87); GTEx--Coexpression(rank=608); ARCHS4--Coexpression(rank=642); Enrichr--Queries(rank=803)","190","0.04237000000000000","ENCODE ChIP-seq,0.04237"
"ELF5","-0.104136619831642047","-0.104136619831642047","0.104136619831642047","Repressed","256","viper","256","0.104136619831642047",NA,NA,"5","Literature--ChIP-seq(rank=97); Enrichr--Queries(rank=119); GTEx--Coexpression(rank=126); ReMap--ChIP-seq(rank=256); ARCHS4--Coexpression(rank=604)","337","0.07840999999999999","GTEx Coexpression,0.07841"
"JUND","-0.101779996041521201","-0.101779996041521201","0.101779996041521201","Repressed","257","viper","257","0.101779996041521201",NA,NA,"6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=152); ARCHS4--Coexpression(rank=979); Enrichr--Queries(rank=1118); GTEx--Coexpression(rank=1310)","560","0.15250000000000000","ENCODE ChIP-seq,0.1525"
"MYCN","0.096629803289219302","0.096629803289219302","0.096629803289219302","Activated","258","viper","258","0.096629803289219302",NA,NA,"5","ReMap--ChIP-seq(rank=51); GTEx--Coexpression(rank=114); Literature--ChIP-seq(rank=121); ARCHS4--Coexpression(rank=458); Enrichr--Queries(rank=553)","307","0.07094000000000000","GTEx Coexpression,0.07094"
"EHF","0.084710995670682868","0.084710995670682868","0.084710995670682868","Activated","259","viper","259","0.084710995670682868",NA,NA,"4","ReMap--ChIP-seq(rank=12); Enrichr--Queries(rank=174); ARCHS4--Coexpression(rank=306); GTEx--Coexpression(rank=721)","181","0.04040000000000000","ReMap ChIP-seq,0.0404"
"TP53","0.077518265595603458","0.077518265595603458","0.077518265595603458","Activated","260","viper","260","0.077518265595603458",NA,NA,"5","Literature--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=162); Enrichr--Queries(rank=1116); GTEx--Coexpression(rank=1302); ARCHS4--Coexpression(rank=1315)","689","0.20730000000000001","Literature ChIP-seq,0.2073"
"RFX2","0.047022328842790659","0.047022328842790659","0.047022328842790659","Activated","261","viper","261","0.047022328842790659",NA,NA,"4","ReMap--ChIP-seq(rank=108); Enrichr--Queries(rank=473); ARCHS4--Coexpression(rank=837); GTEx--Coexpression(rank=1448)","962","0.33689999999999992","Enrichr Queries,0.3369"
"SRF","-0.036846721342926131","-0.036846721342926131","0.036846721342926131","Repressed","262","viper","262","0.036846721342926131",NA,NA,"6","ENCODE--ChIP-seq(rank=75); Literature--ChIP-seq(rank=150); ReMap--ChIP-seq(rank=291); GTEx--Coexpression(rank=733); Enrichr--Queries(rank=1121); ARCHS4--Coexpression(rank=1477)","1159","0.45610000000000001","GTEx Coexpression,0.4561"
"PAX6","0.035974526604755849","0.035974526604755849","0.035974526604755849","Activated","263","viper","263","0.035974526604755849",NA,NA,"5","Literature--ChIP-seq(rank=131); ARCHS4--Coexpression(rank=153); GTEx--Coexpression(rank=187); Enrichr--Queries(rank=199); ReMap--ChIP-seq(rank=257)","392","0.09397999999999999","ARCHS4 Coexpression,0.09398"
"ZBED1","-0.027773229300573639","-0.027773229300573639","0.027773229300573639","Repressed","264","viper","264","0.027773229300573639",NA,NA,"4","ReMap--ChIP-seq(rank=279); Enrichr--Queries(rank=818); GTEx--Coexpression(rank=1200); ARCHS4--Coexpression(rank=1367)","1362","0.58260000000000001","Enrichr Queries,0.5826"
"ZBTB33","-0.015070066456846868","-0.015070066456846868","0.015070066456846868","Repressed","265","viper","265","0.015070066456846868",NA,NA,"5","ENCODE--ChIP-seq(rank=91); GTEx--Coexpression(rank=202); ReMap--ChIP-seq(rank=285); Enrichr--Queries(rank=1355); ARCHS4--Coexpression(rank=1616)","485","0.12570000000000001","GTEx Coexpression,0.1257"
"THAP11","-0.012718636831660033","-0.012718636831660033","0.012718636831660033","Repressed","266","viper","266","0.012718636831660033",NA,NA,"5","ReMap--ChIP-seq(rank=92); Literature--ChIP-seq(rank=152); GTEx--Coexpression(rank=830); ARCHS4--Coexpression(rank=1055); Enrichr--Queries(rank=1373)","907","0.30980000000000002","ReMap ChIP-seq,0.3098"
"PAX8","0.007256211170396468","0.007256211170396468","0.007256211170396468","Activated","267","viper","267","0.007256211170396468",NA,NA,"4","GTEx--Coexpression(rank=58); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=479)","163","0.03609000000000000","GTEx Coexpression,0.03609"
"RFX1","0.002189412632908132","0.002189412632908132","0.002189412632908132","Activated","268","viper","268","0.002189412632908132",NA,NA,"4","ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=1044); Enrichr--Queries(rank=1280); ARCHS4--Coexpression(rank=1302)","1435","0.64310000000000000","ReMap ChIP-seq,0.6431"
