"TF","HD_ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"XBP1","-0.239059329480419386","-0.239059329480419386","0.239059329480419386","Repressed","237","viper","237","0.239059329480419386",NA,NA,"4","ARCHS4--Coexpression(rank=10); ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=353); Enrichr--Queries(rank=463)","25","0.006143000000000000","ARCHS4 Coexpression,0.006143"
"SP1","-0.236786885488951854","-0.236786885488951854","0.236786885488951854","Repressed","238","viper","238","0.236786885488951854",NA,NA,"5","ENCODE--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=204); Enrichr--Queries(rank=833); GTEx--Coexpression(rank=970); ARCHS4--Coexpression(rank=1181)","646","0.177999999999999992","ENCODE ChIP-seq,0.178"
"KLF6","-0.234168532728529694","-0.234168532728529694","0.234168532728529694","Repressed","239","viper","239","0.234168532728529694",NA,NA,"4","ReMap--ChIP-seq(rank=45); ARCHS4--Coexpression(rank=131); Enrichr--Queries(rank=590); GTEx--Coexpression(rank=1326)","332","0.080470000000000000","ARCHS4 Coexpression,0.08047"
"THAP1","0.232393747962080510","0.232393747962080510","0.232393747962080510","Activated","240","viper","240","0.232393747962080510",NA,NA,"5","ENCODE--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=281); Enrichr--Queries(rank=587); GTEx--Coexpression(rank=862); ARCHS4--Coexpression(rank=1206)","1206","0.418100000000000027","Enrichr Queries,0.4181"
"NR2C2","0.227868016909126114","0.227868016909126114","0.227868016909126114","Activated","241","viper","241","0.227868016909126114",NA,NA,"5","ENCODE--ChIP-seq(rank=93); ReMap--ChIP-seq(rank=279); Enrichr--Queries(rank=1268); ARCHS4--Coexpression(rank=1544); GTEx--Coexpression(rank=1567)","1573","0.788100000000000023","ENCODE ChIP-seq,0.7881"
"PBX3","-0.227534909320622675","-0.227534909320622675","0.227534909320622675","Repressed","242","viper","242","0.227534909320622675",NA,NA,"5","ENCODE--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=217); Enrichr--Queries(rank=224); GTEx--Coexpression(rank=586); ARCHS4--Coexpression(rank=648)","586","0.159500000000000003","Enrichr Queries,0.1595"
"ELF1","-0.226213933201583228","-0.226213933201583228","0.226213933201583228","Repressed","243","viper","243","0.226213933201583228",NA,NA,"5","ENCODE--ChIP-seq(rank=96); Literature--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=182); ReMap--ChIP-seq(rank=291); GTEx--Coexpression(rank=1090)","446","0.111799999999999997","ARCHS4 Coexpression,0.1118"
"KLF1","-0.219766664761361641","-0.219766664761361641","0.219766664761361641","Repressed","244","viper","244","0.219766664761361641",NA,NA,"5","Literature--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=128); ReMap--ChIP-seq(rank=257); Enrichr--Queries(rank=632); GTEx--Coexpression(rank=1419)","324","0.078619999999999995","ARCHS4 Coexpression,0.07862"
"E2F5","0.218586552878464596","0.218586552878464596","0.218586552878464596","Activated","245","viper","245","0.218586552878464596",NA,NA,"4","ReMap--ChIP-seq(rank=22); Enrichr--Queries(rank=33); GTEx--Coexpression(rank=1064); ARCHS4--Coexpression(rank=1468)","95","0.023500000000000000","Enrichr Queries,0.0235"
"POU2F1","0.216117837938714336","0.216117837938714336","0.216117837938714336","Activated","246","viper","246","0.216117837938714336",NA,NA,"4","ReMap--ChIP-seq(rank=137); GTEx--Coexpression(rank=834); ARCHS4--Coexpression(rank=1070); Enrichr--Queries(rank=1299)","1268","0.461299999999999988","ReMap ChIP-seq,0.4613"
"ATF1","0.212834718875053286","0.212834718875053286","0.212834718875053286","Activated","247","viper","247","0.212834718875053286",NA,NA,"5","ENCODE--ChIP-seq(rank=110); ReMap--ChIP-seq(rank=256); ARCHS4--Coexpression(rank=623); Enrichr--Queries(rank=638); GTEx--Coexpression(rank=1337)","1145","0.382699999999999985","ARCHS4 Coexpression,0.3827"
"RXRA","0.211497744353864453","0.211497744353864453","0.211497744353864453","Activated","248","viper","248","0.211497744353864453",NA,NA,"6","ReMap--ChIP-seq(rank=85); ENCODE--ChIP-seq(rank=87); Literature--ChIP-seq(rank=151); GTEx--Coexpression(rank=402); ARCHS4--Coexpression(rank=639); Enrichr--Queries(rank=697)","843","0.250199999999999978","GTEx Coexpression,0.2502"
"FOS","-0.208231233585306541","-0.208231233585306541","0.208231233585306541","Repressed","249","viper","249","0.208231233585306541",NA,NA,"5","ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=52); GTEx--Coexpression(rank=189); Enrichr--Queries(rank=758); ARCHS4--Coexpression(rank=940)","463","0.117599999999999996","GTEx Coexpression,0.1176"
"TEAD1","-0.206134390419132091","-0.206134390419132091","0.206134390419132091","Repressed","250","viper","250","0.206134390419132091",NA,NA,"4","ReMap--ChIP-seq(rank=163); ARCHS4--Coexpression(rank=489); GTEx--Coexpression(rank=499); Enrichr--Queries(rank=880)","968","0.300400000000000000","ARCHS4 Coexpression,0.3004"
"GFI1B","0.203726236474181366","0.203726236474181366","0.203726236474181366","Activated","251","viper","251","0.203726236474181366",NA,NA,"5","Literature--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=201); ARCHS4--Coexpression(rank=379); Enrichr--Queries(rank=633); GTEx--Coexpression(rank=1201)","792","0.232800000000000007","ARCHS4 Coexpression,0.2328"
"HOXA9","0.186189118962673483","0.186189118962673483","0.186189118962673483","Activated","252","viper","252","0.186189118962673483",NA,NA,"4","ARCHS4--Coexpression(rank=203); GTEx--Coexpression(rank=208); ReMap--ChIP-seq(rank=223); Enrichr--Queries(rank=498)","483","0.124700000000000005","ARCHS4 Coexpression,0.1247"
"ARID2","-0.124138540829064004","-0.124138540829064004","0.124138540829064004","Repressed","253","viper","253","0.124138540829064004",NA,NA,"4","ReMap--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=1086); Enrichr--Queries(rank=1295); GTEx--Coexpression(rank=1435)","605","0.165000000000000008","ReMap ChIP-seq,0.165"
"RBPJ","-0.123636003830643063","-0.123636003830643063","0.123636003830643063","Repressed","254","viper","254","0.123636003830643063",NA,NA,"5","Literature--ChIP-seq(rank=136); ReMap--ChIP-seq(rank=168); GTEx--Coexpression(rank=889); Enrichr--Queries(rank=972); ARCHS4--Coexpression(rank=1354)","1400","0.553200000000000025","GTEx Coexpression,0.5532"
"EOMES","-0.120526773659535125","-0.120526773659535125","0.120526773659535125","Repressed","255","viper","255","0.120526773659535125",NA,NA,"5","Literature--ChIP-seq(rank=124); ReMap--ChIP-seq(rank=282); ARCHS4--Coexpression(rank=673); Enrichr--Queries(rank=814); GTEx--Coexpression(rank=990)","1198","0.413399999999999990","ARCHS4 Coexpression,0.4134"
"PPARA","0.115227427174870611","0.115227427174870611","0.115227427174870611","Activated","256","viper","256","0.115227427174870611",NA,NA,"3","Enrichr--Queries(rank=198); ARCHS4--Coexpression(rank=513); GTEx--Coexpression(rank=691)","532","0.140999999999999986","Enrichr Queries,0.141"
"TCF3","-0.109367222668137476","-0.109367222668137476","0.109367222668137476","Repressed","257","viper","257","0.109367222668137476",NA,NA,"6","Literature--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=157); GTEx--Coexpression(rank=179); Enrichr--Queries(rank=446); ARCHS4--Coexpression(rank=1314)","353","0.085370000000000001","Literature ChIP-seq,0.08537"
"POU4F2","-0.080922890659060026","-0.080922890659060026","0.080922890659060026","Repressed","258","viper","258","0.080922890659060026",NA,NA,"4","ReMap--ChIP-seq(rank=188); ARCHS4--Coexpression(rank=532); Enrichr--Queries(rank=1315); GTEx--Coexpression(rank=1503)","1021","0.326799999999999979","ARCHS4 Coexpression,0.3268"
"IRF4","0.077857611787784789","0.077857611787784789","0.077857611787784789","Activated","259","viper","259","0.077857611787784789",NA,NA,"5","GTEx--Coexpression(rank=77); ENCODE--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=169); ARCHS4--Coexpression(rank=190); Enrichr--Queries(rank=1103)","194","0.047919999999999997","GTEx Coexpression,0.04792"
"MEF2B","0.069791286763305246","0.069791286763305246","0.069791286763305246","Activated","260","viper","260","0.069791286763305246",NA,NA,"4","Enrichr--Queries(rank=106); ReMap--ChIP-seq(rank=185); ARCHS4--Coexpression(rank=219); GTEx--Coexpression(rank=314)","310","0.075499999999999998","Enrichr Queries,0.0755"
"SPI1","-0.066535500491080049","-0.066535500491080049","0.066535500491080049","Repressed","261","viper","261","0.066535500491080049",NA,NA,"6","ENCODE--ChIP-seq(rank=105); Literature--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=119); ARCHS4--Coexpression(rank=784); GTEx--Coexpression(rank=1072); Enrichr--Queries(rank=1395)","1181","0.400700000000000001","ReMap ChIP-seq,0.4007"
"ZEB2","0.047883075717002233","0.047883075717002233","0.047883075717002233","Activated","262","viper","262","0.047883075717002233",NA,NA,"4","ReMap--ChIP-seq(rank=127); ARCHS4--Coexpression(rank=657); GTEx--Coexpression(rank=673); Enrichr--Queries(rank=875)","1188","0.403600000000000014","ARCHS4 Coexpression,0.4036"
"GATA1","0.037431682160596405","0.037431682160596405","0.037431682160596405","Activated","263","viper","263","0.037431682160596405",NA,NA,"6","ENCODE--ChIP-seq(rank=51); Literature--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=108); ARCHS4--Coexpression(rank=773); Enrichr--Queries(rank=778); GTEx--Coexpression(rank=1414)","996","0.310999999999999999","Literature ChIP-seq,0.311"
"MEF2A","-0.025414444533843665","-0.025414444533843665","0.025414444533843665","Repressed","264","viper","264","0.025414444533843665",NA,NA,"6","ENCODE--ChIP-seq(rank=71); Literature--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=210); GTEx--Coexpression(rank=424); Enrichr--Queries(rank=970); ARCHS4--Coexpression(rank=984)","884","0.263799999999999979","GTEx Coexpression,0.2638"
"MAFF","0.009197927536593311","0.009197927536593311","0.009197927536593311","Activated","265","viper","265","0.009197927536593311",NA,NA,"5","ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=124); Enrichr--Queries(rank=335); GTEx--Coexpression(rank=475); ARCHS4--Coexpression(rank=1438)","810","0.238600000000000007","Enrichr Queries,0.2386"
"DUX4","-0.008697750781466507","-0.008697750781466507","0.008697750781466507","Repressed","266","viper","266","0.008697750781466507",NA,NA,"2","ReMap--ChIP-seq(rank=220); ARCHS4--Coexpression(rank=1590)","1548","0.740700000000000025","ReMap ChIP-seq,0.7407"
"RFX1","0.005455103030391487","0.005455103030391487","0.005455103030391487","Activated","267","viper","267","0.005455103030391487",NA,NA,"4","ReMap--ChIP-seq(rank=84); ARCHS4--Coexpression(rank=1304); Enrichr--Queries(rank=1326); GTEx--Coexpression(rank=1527)","921","0.282799999999999996","ReMap ChIP-seq,0.2828"
"BACH2","-0.003145366352020219","-0.003145366352020219","0.003145366352020219","Repressed","268","viper","268","0.003145366352020219",NA,NA,"4","ReMap--ChIP-seq(rank=51); Enrichr--Queries(rank=158); ARCHS4--Coexpression(rank=224); GTEx--Coexpression(rank=1093)","447","0.112500000000000003","Enrichr Queries,0.1125"
